Iso639,Language,Visibility,Family,Region,Primary Country,Country Code,Lat,Lon
bcb,<a href='https://www.ethnologue.com/language/bcb' target='_blank'>Bainouk-Samik</a>,79.57018498367792,Niger-Congo,Western Africa,Senegal,SN,12.5054,-15.9963
cnt,<a href='https://www.ethnologue.com/language/cnt' target='_blank'>Tepetotutla Chinantec</a>,79.57018498367792,Otomanguean,Central America,Mexico,MX,17.7009,-96.5361
mbp,<a href='https://www.ethnologue.com/language/mbp' target='_blank'>Malayo</a>,79.57018498367792,Chibchan,South America,Colombia,CO,10.9317,-73.4133
ncf,<a href='https://www.ethnologue.com/language/ncf' target='_blank'>Notsi</a>,79.65179542981502,Austronesian,Melanesia,Papua New Guinea,PG,-3.0562,151.6603
mzu,<a href='https://www.ethnologue.com/language/mzu' target='_blank'>Inapang</a>,79.67899891186072,Ramu-Lower Sepik,Melanesia,Papua New Guinea,PG,-4.6607,144.8856
mwf,<a href='https://www.ethnologue.com/language/mwf' target='_blank'>Murrinh-Patha</a>,79.67899891186072,Australian,Australia and New Zealand,Australia,AU,-14.3869,129.7431
tna,<a href='https://www.ethnologue.com/language/tna' target='_blank'>Tacana</a>,79.73340587595213,Tacanan,South America,Bolivia,BO,-13.3699,-68.0571
xer,<a href='https://www.ethnologue.com/language/xer' target='_blank'>Xerénte</a>,79.76060935799782,Jean,South America,Brazil,BR,-9.5775,-48.2696
cly,<a href='https://www.ethnologue.com/language/cly' target='_blank'>Eastern Highland Chatino</a>,79.78781284004353,Otomanguean,Central America,Mexico,MX,16.2343,-97.1705
srl,<a href='https://www.ethnologue.com/language/srl' target='_blank'>Isirawa</a>,79.78781284004353,Tor-Kwerba,South-Eastern Asia,Indonesia,ID,-1.8808,138.5458
sxg,<a href='https://www.ethnologue.com/language/sxg' target='_blank'>Shuhi</a>,79.78781284004353,Sino-Tibetan,Eastern Asia,China,CN,28.7005,100.9016
mlv,<a href='https://www.ethnologue.com/language/mlv' target='_blank'>Motlav</a>,79.78781284004353,Austronesian,Melanesia,Vanuatu,VU,-13.6562,167.678
vmm,<a href='https://www.ethnologue.com/language/vmm' target='_blank'>Mitlatongo Mixtec</a>,79.78781284004353,Otomanguean,Central America,Mexico,MX,17.1603,-97.1732
don,<a href='https://www.ethnologue.com/language/don' target='_blank'>Toura (Papua New Guinea)</a>,79.78781284004353,Austronesian,Melanesia,Papua New Guinea,PG,-9.0975,147.1141
tkp,<a href='https://www.ethnologue.com/language/tkp' target='_blank'>Tikopia</a>,79.78781284004353,Austronesian,Melanesia,Solomon Islands,SB,-12.2765,168.8241
ycn,<a href='https://www.ethnologue.com/language/ycn' target='_blank'>Yucuna</a>,79.78781284004353,Maipurean,South America,Colombia,CO,-0.7625,-71.0074
tow,<a href='https://www.ethnologue.com/language/tow' target='_blank'>Jemez</a>,80.00544069640914,Kiowa-Tanoan,Northern America,United States,US,35.6001,-106.7695
ali,<a href='https://www.ethnologue.com/language/ali' target='_blank'>Amaimon</a>,80.03264417845483,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-5.2046,145.3726
lvk,<a href='https://www.ethnologue.com/language/lvk' target='_blank'>Lavukaleve</a>,80.03264417845483,Central Solomons,Melanesia,Solomon Islands,SB,-9.0599,159.1145
alq,<a href='https://www.ethnologue.com/language/alq' target='_blank'>Algonquin</a>,80.08705114254624,Algic,Northern America,Canada,CA,47.3888,-77.523
jee,<a href='https://www.ethnologue.com/language/jee' target='_blank'>Jerung</a>,80.08705114254624,Sino-Tibetan,Southern Asia,Nepal,NP,27.2344,86.3714
leq,<a href='https://www.ethnologue.com/language/leq' target='_blank'>Lembena</a>,80.08705114254624,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-4.9999,143.894
ssz,<a href='https://www.ethnologue.com/language/ssz' target='_blank'>Sengseng</a>,80.16866158868335,Austronesian,Melanesia,Papua New Guinea,PG,-6.1446,149.7911
bmh,<a href='https://www.ethnologue.com/language/bmh' target='_blank'>Kein</a>,80.16866158868335,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-5.2724,145.484
nho,<a href='https://www.ethnologue.com/language/nho' target='_blank'>Takuu</a>,80.16866158868335,Austronesian,Melanesia,Papua New Guinea,PG,-4.7995,157.0788
tiw,<a href='https://www.ethnologue.com/language/tiw' target='_blank'>Tiwi</a>,80.25027203482045,Australian,Australia and New Zealand,Australia,AU,-11.6308,130.9491
ctl,<a href='https://www.ethnologue.com/language/ctl' target='_blank'>Tlacoatzintepec Chinantec</a>,80.27747551686616,Otomanguean,Central America,Mexico,MX,17.8624,-96.5132
ptp,<a href='https://www.ethnologue.com/language/ptp' target='_blank'>Patep</a>,80.30467899891185,Austronesian,Melanesia,Papua New Guinea,PG,-6.9068,146.6365
jal,<a href='https://www.ethnologue.com/language/jal' target='_blank'>Yalahatan</a>,80.30467899891185,Austronesian,South-Eastern Asia,Indonesia,ID,-3.3601,129.3131
bqs,<a href='https://www.ethnologue.com/language/bqs' target='_blank'>Bosngun</a>,80.30467899891185,Ramu-Lower Sepik,Melanesia,Papua New Guinea,PG,-4.1651,144.6554
can,<a href='https://www.ethnologue.com/language/can' target='_blank'>Chambri</a>,80.30467899891185,Ramu-Lower Sepik,Melanesia,Papua New Guinea,PG,-4.2783,143.097
apf,<a href='https://www.ethnologue.com/language/apf' target='_blank'>Pahanan Agta</a>,80.30467899891185,Austronesian,South-Eastern Asia,Philippines,PH,17.0538,122.2802
mlh,<a href='https://www.ethnologue.com/language/mlh' target='_blank'>Mape</a>,80.30467899891185,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-6.5768,147.6752
ssr,<a href='https://www.ethnologue.com/language/ssr' target='_blank'>Swiss-French Sign Language</a>,80.30467899891185,Sign language,Western Europe,Switzerland,CH,46.7225,6.7843
yuw,<a href='https://www.ethnologue.com/language/yuw' target='_blank'>Yau (Morobe Province)</a>,80.30467899891185,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-6.0859,146.826
piu,<a href='https://www.ethnologue.com/language/piu' target='_blank'>Pintupi-Luritja</a>,80.52230685527746,Australian,Australia and New Zealand,Australia,AU,-23.1673,130.8001
cav,<a href='https://www.ethnologue.com/language/cav' target='_blank'>Cavineña</a>,80.54951033732318,Tacanan,South America,Bolivia,BO,-13.3781,-66.6117
kpy,<a href='https://www.ethnologue.com/language/kpy' target='_blank'>Koryak</a>,80.57671381936888,Chukotko-Kamchatkan,Eastern Europe,Russian Federation,RU,63.4685,167.9885
dre,<a href='https://www.ethnologue.com/language/dre' target='_blank'>Dolpo</a>,80.57671381936888,Sino-Tibetan,Southern Asia,Nepal,NP,29.1134,82.9397
etr,<a href='https://www.ethnologue.com/language/etr' target='_blank'>Edolo</a>,80.57671381936888,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-6.1169,142.6361
abc,<a href='https://www.ethnologue.com/language/abc' target='_blank'>Ambala Ayta</a>,80.65832426550598,Austronesian,South-Eastern Asia,Philippines,PH,14.8626,120.285
ekl,<a href='https://www.ethnologue.com/language/ekl' target='_blank'>Kol (Bangladesh)</a>,80.65832426550598,Austro-Asiatic,Southern Asia,Bangladesh,BD,24.5318,88.337
aly,<a href='https://www.ethnologue.com/language/aly' target='_blank'>Alyawarr</a>,80.65832426550598,Australian,Australia and New Zealand,Australia,AU,-21.1271,136.452
ahg,<a href='https://www.ethnologue.com/language/ahg' target='_blank'>Qimant</a>,80.73993471164309,Afro-Asiatic,Eastern Africa,Ethiopia,ET,12.8144,37.0648
auc,<a href='https://www.ethnologue.com/language/auc' target='_blank'>Waorani</a>,80.73993471164309,Language isolate,South America,Ecuador,EC,-1.0613,-76.5498
vep,<a href='https://www.ethnologue.com/language/vep' target='_blank'>Veps</a>,80.7943416757345,Uralic,Eastern Europe,Russian Federation,RU,60.3454,34.7904
woe,<a href='https://www.ethnologue.com/language/woe' target='_blank'>Woleaian</a>,80.82154515778019,Austronesian,Micronesia,Micronesia,FM,7.3741,143.9131
nlz,<a href='https://www.ethnologue.com/language/nlz' target='_blank'>Nalögo</a>,80.8487486398259,Austronesian,Melanesia,Solomon Islands,SB,-10.804,165.7486
tlx,<a href='https://www.ethnologue.com/language/tlx' target='_blank'>Khehek</a>,80.8487486398259,Austronesian,Melanesia,Papua New Guinea,PG,-2.0579,146.7451
tqt,<a href='https://www.ethnologue.com/language/tqt' target='_blank'>Western Totonac</a>,80.9031556039173,Totonacan,Central America,Mexico,MX,20.4575,-97.9486
idi,<a href='https://www.ethnologue.com/language/idi' target='_blank'>Idi</a>,80.9031556039173,South-Central Papuan,Melanesia,Papua New Guinea,PG,-8.7144,142.3045
ceg,<a href='https://www.ethnologue.com/language/ceg' target='_blank'>Chamacoco</a>,80.9575625680087,Zamucoan,South America,Paraguay,PY,-20.5974,-58.2303
tix,<a href='https://www.ethnologue.com/language/tix' target='_blank'>Southern Tiwa</a>,80.9575625680087,Kiowa-Tanoan,Northern America,United States,US,34.8656,-106.6497
ury,<a href='https://www.ethnologue.com/language/ury' target='_blank'>Orya</a>,80.9575625680087,Tor-Kwerba,South-Eastern Asia,Indonesia,ID,-2.7056,139.8956
yuf,<a href='https://www.ethnologue.com/language/yuf' target='_blank'>Havasupai-Walapai-Yavapai</a>,80.9575625680087,Cochimí-Yuman,Northern America,United States,US,35.9155,-113.1297
aak,<a href='https://www.ethnologue.com/language/aak' target='_blank'>Ankave</a>,80.9575625680087,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-7.2047,145.7713
kbc,<a href='https://www.ethnologue.com/language/kbc' target='_blank'>Kadiwéu</a>,81.09357997823722,Guaykuruan,South America,Brazil,BR,-19.7222,-57.582
rmp,<a href='https://www.ethnologue.com/language/rmp' target='_blank'>Rempi</a>,81.09357997823722,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-5.026,145.7785
dah,<a href='https://www.ethnologue.com/language/dah' target='_blank'>Gwahatike</a>,81.14798694232861,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-5.669,146.4711
yaa,<a href='https://www.ethnologue.com/language/yaa' target='_blank'>Yaminahua</a>,81.14798694232861,Panoan,South America,Peru,PE,-8.4588,-73.1194
tcx,<a href='https://www.ethnologue.com/language/tcx' target='_blank'>Toda</a>,81.20239390642003,Dravidian,Southern Asia,India,IN,11.5896,76.5998
wuv,<a href='https://www.ethnologue.com/language/wuv' target='_blank'>Wuvulu-Aua</a>,81.20239390642003,Austronesian,Melanesia,Papua New Guinea,PG,-1.7425,142.8368
slc,<a href='https://www.ethnologue.com/language/slc' target='_blank'>Sáliba</a>,81.25680087051143,Sálivan,South America,Colombia,CO,4.8637,-71.2537
nuz,<a href='https://www.ethnologue.com/language/nuz' target='_blank'>Tlamacazapa Nahuatl</a>,81.25680087051143,Uto-Aztecan,Central America,Mexico,MX,18.624,-99.3992
qup,<a href='https://www.ethnologue.com/language/qup' target='_blank'>Southern Pastaza Quechua</a>,81.25680087051143,Quechuan,South America,Peru,PE,-3.4098,-76.5599
plu,<a href='https://www.ethnologue.com/language/plu' target='_blank'>Palikúr</a>,81.33841131664853,Maipurean,South America,Brazil,BR,3.303,-51.4272
amp,<a href='https://www.ethnologue.com/language/amp' target='_blank'>Alamblak</a>,81.36561479869422,Sepik,Melanesia,Papua New Guinea,PG,-4.6571,143.3013
vay,<a href='https://www.ethnologue.com/language/vay' target='_blank'>Wayu</a>,81.39281828073993,Sino-Tibetan,Southern Asia,Nepal,NP,27.3006,86.1058
cbn,<a href='https://www.ethnologue.com/language/cbn' target='_blank'>Nyahkur</a>,81.42002176278564,Austro-Asiatic,South-Eastern Asia,Thailand,TH,15.8851,101.5183
gct,<a href='https://www.ethnologue.com/language/gct' target='_blank'>Colonia Tovar German</a>,81.42002176278564,Indo-European,South America,Venezuela,VE,10.4853,-67.2579
aio,<a href='https://www.ethnologue.com/language/aio' target='_blank'>Aiton</a>,81.42002176278564,Tai-Kadai,Southern Asia,India,IN,26.3535,93.9212
apm,<a href='https://www.ethnologue.com/language/apm' target='_blank'>Mescalero-Chiricahua Apache</a>,81.42002176278564,Eyak-Athabaskan,Northern America,United States,US,33.1227,-105.5561
eno,<a href='https://www.ethnologue.com/language/eno' target='_blank'>Enggano</a>,81.42002176278564,Unclassified,South-Eastern Asia,Indonesia,ID,-5.3953,102.2563
fkv,<a href='https://www.ethnologue.com/language/fkv' target='_blank'>Kven Finnish</a>,81.42002176278564,Uralic,Northern Europe,Norway,NO,69.3772,29.5434
hih,<a href='https://www.ethnologue.com/language/hih' target='_blank'>Pamosu</a>,81.42002176278564,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-4.699,145.2959
maq,<a href='https://www.ethnologue.com/language/maq' target='_blank'>Chiquihuitlán Mazatec</a>,81.42002176278564,Otomanguean,Central America,Mexico,MX,18.0521,-96.6674
mkm,<a href='https://www.ethnologue.com/language/mkm' target='_blank'>Moklen</a>,81.42002176278564,Austronesian,South-Eastern Asia,Thailand,TH,8.1633,98.3223
ola,<a href='https://www.ethnologue.com/language/ola' target='_blank'>Walungge</a>,81.42002176278564,Sino-Tibetan,Southern Asia,Nepal,NP,27.641,87.8859
tew,<a href='https://www.ethnologue.com/language/tew' target='_blank'>Tewa (USA)</a>,81.42002176278564,Kiowa-Tanoan,Northern America,United States,US,35.8944,-106.0878
zpx,<a href='https://www.ethnologue.com/language/zpx' target='_blank'>San Baltazar Loxicha Zapotec</a>,81.42002176278564,Otomanguean,Central America,Mexico,MX,16.0427,-96.7638
kmd,<a href='https://www.ethnologue.com/language/kmd' target='_blank'>Majukayang Kalinga</a>,81.42002176278564,Austronesian,South-Eastern Asia,Philippines,PH,17.1861,121.2475
nbt,<a href='https://www.ethnologue.com/language/nbt' target='_blank'>Na</a>,81.42002176278564,Sino-Tibetan,Southern Asia,India,IN,28.4479,93.3712
nxl,<a href='https://www.ethnologue.com/language/nxl' target='_blank'>South Nuaulu</a>,81.42002176278564,Austronesian,South-Eastern Asia,Indonesia,ID,-3.2341,129.1475
pzn,<a href='https://www.ethnologue.com/language/pzn' target='_blank'>Jejara Naga</a>,81.42002176278564,Sino-Tibetan,South-Eastern Asia,Myanmar,MM,25.4698,94.8654
skc,<a href='https://www.ethnologue.com/language/skc' target='_blank'>Ma Manda</a>,81.42002176278564,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-6.3396,146.7075
xkd,<a href='https://www.ethnologue.com/language/xkd' target='_blank'>Mendalam Kayan</a>,81.42002176278564,Austronesian,South-Eastern Asia,Indonesia,ID,1.0161,113.1841
ybo,<a href='https://www.ethnologue.com/language/ybo' target='_blank'>Yabong</a>,81.42002176278564,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-5.6038,146.2142
bvz,<a href='https://www.ethnologue.com/language/bvz' target='_blank'>Bauzi</a>,81.42002176278564,East Geelvink Bay,South-Eastern Asia,Indonesia,ID,-2.3979,137.5845
dbf,<a href='https://www.ethnologue.com/language/dbf' target='_blank'>Edopi</a>,81.42002176278564,Lakes Plain,South-Eastern Asia,Indonesia,ID,-3.1133,137.3747
fut,<a href='https://www.ethnologue.com/language/fut' target='_blank'>Futuna-Aniwa</a>,81.42002176278564,Austronesian,Melanesia,Vanuatu,VU,-19.5268,170.215
kqc,<a href='https://www.ethnologue.com/language/kqc' target='_blank'>Doromu-Koki</a>,81.42002176278564,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-9.6275,147.8755
mca,<a href='https://www.ethnologue.com/language/mca' target='_blank'>Maca</a>,81.42002176278564,Matacoan,South America,Paraguay,PY,-24.9904,-57.3467
mmo,<a href='https://www.ethnologue.com/language/mmo' target='_blank'>Mangga Buang</a>,81.42002176278564,Austronesian,Melanesia,Papua New Guinea,PG,-7.0075,146.6761
pla,<a href='https://www.ethnologue.com/language/pla' target='_blank'>Miani</a>,81.42002176278564,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-4.485,145.2695
zik,<a href='https://www.ethnologue.com/language/zik' target='_blank'>Zimakani</a>,81.42002176278564,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-7.3753,141.468
bya,<a href='https://www.ethnologue.com/language/bya' target='_blank'>Batak</a>,82.15451577801959,Austronesian,South-Eastern Asia,Philippines,PH,10.1646,119.085
mzp,<a href='https://www.ethnologue.com/language/mzp' target='_blank'>Movima</a>,82.1817192600653,Language isolate,South America,Bolivia,BO,-13.8239,-65.6308
mkj,<a href='https://www.ethnologue.com/language/mkj' target='_blank'>Mokilese</a>,82.1817192600653,Austronesian,Micronesia,Micronesia,FM,6.6564,159.7763
bcu,<a href='https://www.ethnologue.com/language/bcu' target='_blank'>Awad Bing</a>,82.1817192600653,Austronesian,Melanesia,Papua New Guinea,PG,-5.6055,146.3542
tij,<a href='https://www.ethnologue.com/language/tij' target='_blank'>Tilung</a>,82.2633297062024,Sino-Tibetan,Southern Asia,Nepal,NP,27.1446,86.5068
keg,<a href='https://www.ethnologue.com/language/keg' target='_blank'>Tese</a>,82.29053318824809,Nilo-Saharan,Northern Africa,Sudan,SD,11.1661,29.7496
kqw,<a href='https://www.ethnologue.com/language/kqw' target='_blank'>Kandas</a>,82.29053318824809,Austronesian,Melanesia,Papua New Guinea,PG,-4.3826,152.7794
mwo,<a href='https://www.ethnologue.com/language/mwo' target='_blank'>Central Maewo</a>,82.29053318824809,Austronesian,Melanesia,Vanuatu,VU,-15.0779,168.133
vmx,<a href='https://www.ethnologue.com/language/vmx' target='_blank'>Tamazola Mixtec</a>,82.29053318824809,Otomanguean,Central America,Mexico,MX,17.1246,-97.0973
kfw,<a href='https://www.ethnologue.com/language/kfw' target='_blank'>Kharam Naga</a>,82.29053318824809,Sino-Tibetan,Southern Asia,India,IN,25.0289,94.1034
txo,<a href='https://www.ethnologue.com/language/txo' target='_blank'>Toto</a>,82.29053318824809,Sino-Tibetan,Southern Asia,India,IN,26.8238,89.3169
urg,<a href='https://www.ethnologue.com/language/urg' target='_blank'>Urigina</a>,82.29053318824809,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-5.5902,145.5007
big,<a href='https://www.ethnologue.com/language/big' target='_blank'>Biangai</a>,82.29053318824809,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-7.3348,146.7665
mpt,<a href='https://www.ethnologue.com/language/mpt' target='_blank'>Mian</a>,82.29053318824809,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-4.707,141.5316
mti,<a href='https://www.ethnologue.com/language/mti' target='_blank'>Maiwa (Papua New Guinea)</a>,82.29053318824809,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-9.6997,149.2897
sps,<a href='https://www.ethnologue.com/language/sps' target='_blank'>Saposa</a>,82.29053318824809,Austronesian,Melanesia,Papua New Guinea,PG,-5.525,154.6526
wnu,<a href='https://www.ethnologue.com/language/wnu' target='_blank'>Usan</a>,82.29053318824809,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-4.8426,145.3622
zpq,<a href='https://www.ethnologue.com/language/zpq' target='_blank'>Zoogocho Zapotec</a>,82.29053318824809,Otomanguean,Central America,Mexico,MX,17.211,-96.3576
bor,<a href='https://www.ethnologue.com/language/bor' target='_blank'>Borôro</a>,82.64417845484222,Bororoan,South America,Brazil,BR,-16.6339,-55.3225
gld,<a href='https://www.ethnologue.com/language/gld' target='_blank'>Nanai</a>,82.67138193688793,Tungusic,Eastern Europe,Russian Federation,RU,49.0048,136.7914
ped,<a href='https://www.ethnologue.com/language/ped' target='_blank'>Mala (Papua New Guinea)</a>,82.67138193688793,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-4.3533,145.0332
bch,<a href='https://www.ethnologue.com/language/bch' target='_blank'>Bariai</a>,82.72578890097932,Austronesian,Melanesia,Papua New Guinea,PG,-5.5096,148.6662
pkr,<a href='https://www.ethnologue.com/language/pkr' target='_blank'>Attapady Kurumba</a>,82.75299238302503,Dravidian,Southern Asia,India,IN,11.1575,76.5365
mii,<a href='https://www.ethnologue.com/language/mii' target='_blank'>Chigmecatitlán Mixtec</a>,82.78019586507072,Otomanguean,Central America,Mexico,MX,18.6315,-98.1014
bxh,<a href='https://www.ethnologue.com/language/bxh' target='_blank'>Buhutu</a>,82.78019586507072,Austronesian,Melanesia,Papua New Guinea,PG,-10.5017,150.2124
saa,<a href='https://www.ethnologue.com/language/saa' target='_blank'>Saba</a>,82.83460282916212,Afro-Asiatic,Middle Africa,Chad,TD,11.2853,18.29
kbg,<a href='https://www.ethnologue.com/language/kbg' target='_blank'>Khamba</a>,82.86180631120783,Sino-Tibetan,Southern Asia,India,IN,28.7895,95.1788
ssd,<a href='https://www.ethnologue.com/language/ssd' target='_blank'>Siroi</a>,82.88900979325354,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-5.526,145.9988
usa,<a href='https://www.ethnologue.com/language/usa' target='_blank'>Usarufa</a>,82.91621327529923,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-6.388,145.631
aup,<a href='https://www.ethnologue.com/language/aup' target='_blank'>Makayam</a>,82.91621327529923,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-8.3882,142.6821
cin,<a href='https://www.ethnologue.com/language/cin' target='_blank'>Cinta Larga</a>,82.91621327529923,Tupian,South America,Brazil,BR,-10.1434,-60.8277
fag,<a href='https://www.ethnologue.com/language/fag' target='_blank'>Finongan</a>,82.91621327529923,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-6.351,146.603
hah,<a href='https://www.ethnologue.com/language/hah' target='_blank'>Hahon</a>,82.91621327529923,Austronesian,Melanesia,Papua New Guinea,PG,-5.6368,154.7611
ptv,<a href='https://www.ethnologue.com/language/ptv' target='_blank'>Port Vato</a>,82.91621327529923,Austronesian,Melanesia,Vanuatu,VU,-16.3057,168.0634
ksj,<a href='https://www.ethnologue.com/language/ksj' target='_blank'>Uare</a>,82.91621327529923,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-9.692,147.6882
skm,<a href='https://www.ethnologue.com/language/skm' target='_blank'>Kutong</a>,82.91621327529923,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-6.1851,146.6971
sny,<a href='https://www.ethnologue.com/language/sny' target='_blank'>Saniyo-Hiyewe</a>,82.91621327529923,Sepik,Melanesia,Papua New Guinea,PG,-4.4895,142.3442
waj,<a href='https://www.ethnologue.com/language/waj' target='_blank'>Waffa</a>,82.91621327529923,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-6.6556,146.1534
aoi,<a href='https://www.ethnologue.com/language/aoi' target='_blank'>Anindilyakwa</a>,83.18824809575625,Australian,Australia and New Zealand,Australia,AU,-14.027,136.637
tpa,<a href='https://www.ethnologue.com/language/tpa' target='_blank'>Taupota</a>,83.21545157780196,Austronesian,Melanesia,Papua New Guinea,PG,-10.2291,150.3773
kkt,<a href='https://www.ethnologue.com/language/kkt' target='_blank'>Koi</a>,83.24265505984766,Sino-Tibetan,Southern Asia,Nepal,NP,27.4021,86.8911
agg,<a href='https://www.ethnologue.com/language/agg' target='_blank'>Angor</a>,83.24265505984766,Senagi,Melanesia,Papua New Guinea,PG,-3.7124,141.1986
mbl,<a href='https://www.ethnologue.com/language/mbl' target='_blank'>Maxakalí</a>,83.24265505984766,Maxakalian,South America,Brazil,BR,-16.9497,-40.7951
apn,<a href='https://www.ethnologue.com/language/apn' target='_blank'>Apinayé</a>,83.32426550598477,Jean,South America,Brazil,BR,-6.1152,-47.6376
kql,<a href='https://www.ethnologue.com/language/kql' target='_blank'>Kyenele</a>,83.35146898803046,Yuat,Melanesia,Papua New Guinea,PG,-4.698,143.8397
mtv,<a href='https://www.ethnologue.com/language/mtv' target='_blank'>Asaro'o</a>,83.35146898803046,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-5.6933,146.5237
jup,<a href='https://www.ethnologue.com/language/jup' target='_blank'>Hupdë</a>,83.40587595212186,Puinavean,South America,Brazil,BR,0.4648,-69.3909
ivb,<a href='https://www.ethnologue.com/language/ivb' target='_blank'>Ibatan</a>,83.40587595212186,Austronesian,South-Eastern Asia,Philippines,PH,18.9218,121.9036
ssg,<a href='https://www.ethnologue.com/language/ssg' target='_blank'>Seimat</a>,83.40587595212186,Austronesian,Melanesia,Papua New Guinea,PG,-1.5437,145.063
loj,<a href='https://www.ethnologue.com/language/loj' target='_blank'>Lou</a>,83.48748639825898,Austronesian,Melanesia,Papua New Guinea,PG,-2.3866,147.3455
mwc,<a href='https://www.ethnologue.com/language/mwc' target='_blank'>Are</a>,83.48748639825898,Austronesian,Melanesia,Papua New Guinea,PG,-9.7017,150.0281
gup,<a href='https://www.ethnologue.com/language/gup' target='_blank'>Gunwinggu</a>,83.54189336235038,Australian,Australia and New Zealand,Australia,AU,-12.3946,133.4438
gga,<a href='https://www.ethnologue.com/language/gga' target='_blank'>Gao</a>,83.54189336235038,Austronesian,Melanesia,Solomon Islands,SB,-8.345,159.7748
mwp,<a href='https://www.ethnologue.com/language/mwp' target='_blank'>Kala Lagaw Ya</a>,83.59630032644179,Australian,Australia and New Zealand,Australia,AU,-10.6884,142.1879
bkl,<a href='https://www.ethnologue.com/language/bkl' target='_blank'>Berik</a>,83.62350380848748,Tor-Kwerba,South-Eastern Asia,Indonesia,ID,-2.2853,138.9155
duo,<a href='https://www.ethnologue.com/language/duo' target='_blank'>Dupaninan Agta</a>,83.62350380848748,Austronesian,South-Eastern Asia,Philippines,PH,17.9271,122.11
bpa,<a href='https://www.ethnologue.com/language/bpa' target='_blank'>Daakaka</a>,83.62350380848748,Austronesian,Melanesia,Vanuatu,VU,-16.2693,168.0085
tzn,<a href='https://www.ethnologue.com/language/tzn' target='_blank'>Tugun</a>,83.62350380848748,Austronesian,South-Eastern Asia,Indonesia,ID,-7.7049,126.7713
cap,<a href='https://www.ethnologue.com/language/cap' target='_blank'>Chipaya</a>,83.62350380848748,Chipaya-Uru,South America,Bolivia,BO,-18.7447,-67.8997
crc,<a href='https://www.ethnologue.com/language/crc' target='_blank'>Lonwolwol</a>,83.62350380848748,Austronesian,Melanesia,Vanuatu,VU,-16.2318,168.0078
eiv,<a href='https://www.ethnologue.com/language/eiv' target='_blank'>Askopan</a>,83.62350380848748,North Bougainville,Melanesia,Papua New Guinea,PG,-6.1163,155.3083
ess,<a href='https://www.ethnologue.com/language/ess' target='_blank'>Central Siberian Yupik</a>,83.62350380848748,Eskimo-Aleut,Northern America,United States,US,63.4308,-170.2717
faa,<a href='https://www.ethnologue.com/language/faa' target='_blank'>Fasu</a>,83.62350380848748,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-6.6269,143.2836
gbf,<a href='https://www.ethnologue.com/language/gbf' target='_blank'>Gaikundi</a>,83.62350380848748,Sepik,Melanesia,Papua New Guinea,PG,-4.0371,143.0927
kud,<a href='https://www.ethnologue.com/language/kud' target='_blank'>'Auhelawa</a>,83.62350380848748,Austronesian,Melanesia,Papua New Guinea,PG,-10.0973,150.9993
nvm,<a href='https://www.ethnologue.com/language/nvm' target='_blank'>Namiae</a>,83.62350380848748,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-9.1743,148.2755
buq,<a href='https://www.ethnologue.com/language/buq' target='_blank'>Brem</a>,83.9499455930359,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-4.6504,145.5458
prm,<a href='https://www.ethnologue.com/language/prm' target='_blank'>Kibiri</a>,83.97714907508161,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-7.4412,144.3153
oym,<a href='https://www.ethnologue.com/language/oym' target='_blank'>Wayampi</a>,83.97714907508161,Tupian,South America,Brazil,BR,1.2171,-52.3974
myy,<a href='https://www.ethnologue.com/language/myy' target='_blank'>Macuna</a>,84.03155603917301,Tucanoan,South America,Colombia,CO,-0.1021,-70.203
sey,<a href='https://www.ethnologue.com/language/sey' target='_blank'>Secoya</a>,84.03155603917301,Tucanoan,South America,Ecuador,EC,-0.6167,-74.9329
